changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,changepoint_range,horizon,interval_width,rmse,mae,mape,smape,coverage,objective,regressor_count
0.1,5.0,additive,0.9,30,0.9,14.45292136163844,12.56102981602721,0.032142054707361166,0.031775405951284134,0.8,14.45292136163844,9
0.1,5.0,additive,0.9,30,0.95,14.45292136163844,12.56102981602721,0.032142054707361166,0.031775405951284134,1.0,14.45292136163844,9
0.05,10.0,additive,0.9,30,0.8,15.268085472797202,13.04676947653258,0.03370899785037049,0.03316187633074274,0.7333333333333333,15.268085472797202,9
0.05,10.0,additive,0.9,30,0.9,15.268085472797202,13.04676947653258,0.03370899785037049,0.03316187633074274,0.8,15.268085472797202,9
0.05,10.0,additive,0.9,30,0.95,15.268085472797202,13.04676947653258,0.03370899785037049,0.03316187633074274,0.9,15.268085472797202,9
0.05,1.0,additive,0.9,30,0.8,15.324859671829932,13.085179853113091,0.03383538634548515,0.0332777143591806,0.7,15.324859671829932,9
0.05,1.0,additive,0.9,30,0.9,15.324859671829932,13.085179853113091,0.03383538634548515,0.0332777143591806,0.8,15.324859671829932,9
0.05,1.0,additive,0.9,30,0.95,15.324859671829932,13.085179853113091,0.03383538634548515,0.0332777143591806,0.9333333333333333,15.324859671829932,9
0.05,5.0,additive,0.8,30,0.8,15.371449510787697,13.121189042327654,0.03393271911163714,0.03336907854121444,0.7,15.371449510787697,9
0.05,5.0,additive,0.8,30,0.9,15.371449510787697,13.121189042327654,0.03393271911163714,0.03336907854121444,0.7666666666666667,15.371449510787697,9
0.05,5.0,additive,0.8,30,0.95,15.371449510787697,13.121189042327654,0.03393271911163714,0.03336907854121444,0.9,15.371449510787697,9
0.05,5.0,additive,0.9,30,0.8,15.424576146957701,13.160090185519152,0.03405945692646381,0.0334844434119569,0.7,15.424576146957701,9
0.05,5.0,additive,0.9,30,0.9,15.424576146957701,13.160090185519152,0.03405945692646381,0.0334844434119569,0.8,15.424576146957701,9
0.05,5.0,additive,0.9,30,0.95,15.424576146957701,13.160090185519152,0.03405945692646381,0.0334844434119569,0.9,15.424576146957701,9
0.05,10.0,additive,0.8,30,0.8,15.514940294460795,13.223390261428557,0.034256704928247665,0.03366321254920627,0.7,15.514940294460795,9
0.05,10.0,additive,0.8,30,0.9,15.514940294460795,13.223390261428557,0.034256704928247665,0.03366321254920627,0.8,15.514940294460795,9
0.05,10.0,additive,0.8,30,0.95,15.514940294460795,13.223390261428557,0.034256704928247665,0.03366321254920627,0.8666666666666667,15.514940294460795,9
0.05,1.0,additive,0.8,30,0.8,15.62389374921281,13.311469714178578,0.03452473735166463,0.0339106282220183,0.6666666666666666,15.62389374921281,9
0.05,1.0,additive,0.8,30,0.9,15.62389374921281,13.311469714178578,0.03452473735166463,0.0339106282220183,0.8333333333333334,15.62389374921281,9
0.05,1.0,additive,0.8,30,0.95,15.62389374921281,13.311469714178578,0.03452473735166463,0.0339106282220183,0.9,15.62389374921281,9
