ds,yhat,yhat_lower,yhat_upper
2025-11-30,369.49570512089946,318.60725100239523,416.68315504818924
2025-12-01,402.6251253137009,355.1990398568934,451.02774540323725
2025-12-02,383.070162502146,335.8307602512665,432.3415600067017
2025-12-03,411.9873418285445,359.934591494718,459.3112284412897
2025-12-04,391.15528490321555,342.8747246318071,439.4746546697339
2025-12-05,388.10802821524436,337.97169933958446,437.75892857061376
2025-12-06,385.860113217091,342.2183745950103,436.2576719529771
2025-12-07,385.140647591497,339.28609122535494,434.3947737219699
2025-12-08,418.16673930609016,369.29394392789817,467.5090292850673
2025-12-09,397.7758482931991,346.4575241643292,447.05648003129494
2025-12-10,427.7168666262766,378.04982988504474,479.2697895156033
2025-12-11,406.00843689664885,356.5404056700066,453.0997214166186
2025-12-12,402.7659541366492,353.61020510942654,451.25200527540983
2025-12-13,400.35493564247236,352.9452146891493,450.3965399466831
2025-12-14,399.531217417007,350.14029229898176,447.33193697382495
2025-12-15,433.7083532984422,385.07234441618624,483.5264284968821
2025-12-16,412.4815340842844,362.67792687338977,453.54576749748543
2025-12-17,443.446391424064,394.70490990882223,492.8070021462369
2025-12-18,420.8615888901396,370.15508824651795,470.58020221517165
2025-12-19,417.4238800580524,369.28759003258847,464.680920120294
2025-12-20,414.8497580677001,370.34514792173263,466.38728311128324
2025-12-21,413.9217872425127,368.2863629067413,458.2986842020484
2025-12-22,449.2499672907918,398.3120282105499,497.4763050069822
2025-12-23,427.18721987537316,380.6790062495308,475.2123123924288
2025-12-24,459.17591622178657,410.911980507971,505.8653194311513
2025-12-25,435.71474088363067,382.4468792230676,482.2347834096771
2025-12-26,432.08180597947955,385.19277185318873,479.96744609948445
2025-12-27,429.3445804930075,381.0635811297605,478.83107771749246
2025-12-28,428.31235706808917,383.6828914311754,480.20002341689406
2025-12-29,464.79158128317914,417.7242801417543,513.7985033467854
2025-12-30,441.89290566645934,392.95404159828485,489.78906619854166
2025-12-31,474.905441019576,425.70072103378715,521.4494866064518
